
Time,Latitude,Longitude,AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),Abs_Altitude(m),mode
383627,38.2612233,140.8485612,9.71,-0.61,-1.68,0.00,0
383776,38.2612233,140.8485612,9.71,-0.63,-1.80,0.00,0
383927,38.2612233,140.8485612,9.67,-0.63,-1.99,0.00,0
384078,38.2612233,140.8485612,9.71,-0.63,-1.95,0.00,0
384200,38.2612233,140.8485612,9.67,-0.63,-1.80,0.00,0
384342,38.2612233,140.8485612,9.77,-0.53,-1.80,0.00,0
384523,38.2612233,140.8485612,9.65,-0.68,-2.01,0.00,0
384646,38.2612233,140.8485612,9.69,-0.53,-1.83,0.00,0
384796,38.2612233,140.8485612,9.73,-0.61,-1.95,0.00,0
384947,38.2612233,140.8485612,9.67,-0.63,-1.95,0.00,0
385069,38.2612233,140.8485612,9.71,-0.61,-1.87,0.00,0
385209,38.2612233,140.8485612,9.71,-0.59,-1.83,0.00,0
385360,38.2612233,140.8485612,9.71,-0.61,-1.99,0.00,0
385541,38.2612233,140.8485612,9.65,-0.61,-1.85,0.00,0
385664,38.2612233,140.8485612,9.69,-0.63,-1.87,0.00,0
385814,38.2612233,140.8485612,9.71,-0.63,-1.91,0.00,0
385965,38.2612233,140.8485612,9.71,-0.61,-1.91,0.00,0
386087,38.2612233,140.8485612,9.71,-0.61,-1.89,0.00,0
386228,38.2612233,140.8485612,9.69,-0.61,-1.91,0.00,0
386379,38.2612233,140.8485612,9.63,-0.63,-1.91,0.00,0
386560,38.2612233,140.8485612,9.69,-0.65,-1.91,0.00,0
386682,38.2612233,140.8485612,9.67,-0.61,-1.89,0.00,0
386832,38.2612233,140.8485612,9.61,-0.63,-1.97,0.00,0
386983,38.2612233,140.8485612,9.65,-0.65,-1.80,0.00,0
387106,38.2612233,140.8485612,9.69,-0.63,-1.87,0.00,0
387246,38.2612233,140.8485612,9.67,-0.65,-1.89,0.00,0
387397,38.2612233,140.8485612,9.65,-0.59,-1.85,0.00,0
387578,38.2612233,140.8485612,9.73,-0.57,-1.99,0.00,0
387700,38.2612233,140.8485612,9.71,-0.63,-1.89,0.00,0
387850,38.2612233,140.8485612,9.67,-0.61,-1.82,0.00,0
388001,38.2612233,140.8485612,9.69,-0.61,-1.87,0.00,0
388125,38.2612233,140.8485612,9.69,-0.61,-1.93,0.00,0
388265,38.2612233,140.8485612,9.65,-0.61,-1.91,0.00,0
388416,38.2612233,140.8485612,9.67,-0.59,-1.97,0.00,0
388597,38.2612233,140.8485612,9.63,-0.63,-1.91,0.00,0
388720,38.2612233,140.8485612,9.71,-0.61,-1.95,0.00,0
388869,38.2612233,140.8485612,9.67,-0.63,-1.93,0.00,0
389020,38.2612233,140.8485612,9.67,-0.61,-1.89,0.00,0
389143,38.2612233,140.8485612,9.65,-0.61,-1.89,0.00,0
389285,38.2612233,140.8485612,9.69,-0.63,-1.93,0.00,0
389436,38.2612233,140.8485612,9.67,-0.61,-1.87,0.00,0
389617,38.2612233,140.8485612,9.69,-0.63,-1.83,0.00,0
389740,38.2612233,140.8485612,9.69,-0.61,-1.91,0.00,0
389889,38.2612233,140.8485612,9.67,-0.67,-1.93,0.00,0
390040,38.2612233,140.8485612,9.67,-0.61,-1.87,0.00,0
390162,38.2612233,140.8485612,9.67,-0.61,-1.91,0.00,0
390305,38.2612233,140.8485612,9.71,-0.59,-1.89,0.00,0
390456,38.2612233,140.8485612,9.67,-0.65,-1.76,0.00,0
390637,38.2612233,140.8485612,9.69,-0.63,-1.87,0.00,0
390760,38.2612233,140.8485612,9.71,-0.59,-1.93,0.00,0
390909,38.2612233,140.8485612,9.71,-0.65,-1.91,0.00,0
391060,38.2612233,140.8485612,9.69,-0.61,-1.89,0.00,0
391183,38.2612233,140.8485612,9.69,-0.63,-1.87,0.00,0
391324,38.2612233,140.8485612,9.67,-0.63,-1.87,0.00,0
391475,38.2612233,140.8485612,9.67,-0.61,-1.91,0.00,0
391656,38.2612233,140.8485612,9.75,-0.57,-2.06,0.00,0
391779,38.2612233,140.8485612,9.67,-0.65,-1.80,0.00,0
391928,38.2612233,140.8485612,9.69,-0.67,-1.85,0.00,0
392079,38.2612233,140.8485612,9.71,-0.59,-1.97,0.00,0
392203,38.2612233,140.8485612,9.69,-0.63,-1.83,0.00,0
392343,38.2612233,140.8485612,9.69,-0.59,-1.93,0.00,0
392494,38.2612233,140.8485612,9.71,-0.61,-1.93,0.00,0
392675,38.2612233,140.8485612,9.67,-0.61,-1.76,0.00,0
392798,38.2612233,140.8485612,9.71,-0.61,-1.89,0.00,0
392947,38.2612233,140.8485612,9.67,-0.63,-1.80,0.00,0
393069,38.2612233,140.8485612,9.67,-0.63,-1.80,0.00,0
393209,38.2612233,140.8485612,9.69,-0.61,-1.87,0.00,0
393360,38.2612233,140.8485612,9.69,-0.63,-1.82,0.00,0
393511,38.2612233,140.8485612,9.69,-0.63,-1.82,0.00,0
393692,38.2612233,140.8485612,9.69,-0.65,-1.83,0.00,0
393814,38.2612233,140.8485612,9.71,-0.63,-1.87,0.00,0
393964,38.2612233,140.8485612,9.67,-0.59,-1.72,0.00,0
394086,38.2612233,140.8485612,9.71,-0.63,-1.82,0.00,0
394227,38.2612233,140.8485612,9.69,-0.61,-1.89,0.00,0
394378,38.2612233,140.8485612,9.69,-0.61,-1.87,0.00,0
394529,38.2612233,140.8485612,9.67,-0.67,-1.68,0.00,0
394710,38.2612233,140.8485612,9.69,-0.59,-1.82,0.00,0
394833,38.2612233,140.8485612,9.71,-0.63,-1.78,0.00,0
394982,38.2612233,140.8485612,9.69,-0.61,-1.83,0.00,0
395104,38.2612233,140.8485612,9.67,-0.63,-1.78,0.00,0
395244,38.2612233,140.8485612,9.71,-0.65,-1.82,0.00,0
395395,38.2612233,140.8485612,9.69,-0.59,-1.70,0.00,0
395546,38.2612233,140.8485612,9.73,-0.57,-1.80,0.00,0
395727,38.2612233,140.8485612,9.69,-0.63,-1.82,0.00,0
395850,38.2612233,140.8485612,9.69,-0.63,-1.74,0.00,0
395999,38.2612233,140.8485612,9.69,-0.63,-1.70,0.00,0
396121,38.2612233,140.8485612,9.69,-0.63,-1.76,0.00,0
396263,38.2612233,140.8485612,9.71,-0.63,-1.83,0.00,0
396414,38.2612233,140.8485612,9.71,-0.65,-1.70,0.00,0
396565,38.2612233,140.8485612,9.67,-0.61,-1.62,0.00,0
396746,38.2612233,140.8485612,9.71,-0.61,-1.64,0.00,0
396869,38.2612233,140.8485612,9.69,-0.61,-1.80,0.00,0
397018,38.2612233,140.8485612,9.69,-0.61,-1.72,0.00,0
397140,38.2612233,140.8485612,9.73,-0.63,-1.80,0.00,0
397282,38.2612233,140.8485612,9.71,-0.63,-1.70,0.00,0
397434,38.2612233,140.8485612,9.71,-0.59,-1.74,0.00,0
397585,38.2612233,140.8485612,9.69,-0.65,-1.80,0.00,0
397766,38.2612233,140.8485612,9.65,-0.61,-1.83,0.00,0
397889,38.2612233,140.8485612,9.69,-0.65,-1.82,0.00,0
398038,38.2612233,140.8485612,9.71,-0.65,-1.83,0.00,0
398160,38.2612233,140.8485612,9.71,-0.59,-1.83,0.00,0
398302,38.2612233,140.8485612,9.71,-0.63,-1.82,0.00,0
398454,38.2612233,140.8485612,9.69,-0.61,-1.89,0.00,0
398605,38.2612233,140.8485612,9.71,-0.59,-1.82,0.00,0
398786,38.2612233,140.8485612,9.69,-0.61,-1.85,0.00,0
398910,38.2612233,140.8485612,9.67,-0.65,-1.74,0.00,0
399058,38.2612233,140.8485612,9.69,-0.61,-1.87,0.00,0
399180,38.2612233,140.8485612,9.73,-0.61,-1.80,0.00,0
399322,38.2612233,140.8485612,9.75,-0.80,-1.74,0.00,0
399473,38.2612233,140.8485612,9.79,-0.63,-1.66,0.00,0
399624,38.2612233,140.8485612,9.75,-0.32,-1.53,0.00,0
399805,38.2612233,140.8485612,9.73,-1.16,-2.10,0.00,0
399927,38.2612233,140.8485612,9.75,-1.05,-1.22,0.00,0
400077,38.2612233,140.8485612,9.88,-0.45,-1.62,0.00,0
400199,38.2612233,140.8485612,9.73,-0.86,-1.53,0.00,0
400341,38.2612233,140.8485612,9.58,-0.93,-2.14,0.00,0
400492,38.2612233,140.8485612,9.77,-0.28,-1.37,0.00,0
400643,38.2612233,140.8485612,9.77,-0.61,-1.53,0.00,0
400824,38.2612233,140.8485612,9.75,-0.61,-1.53,0.00,0
400947,38.2612233,140.8485612,9.77,-0.65,-1.53,0.00,0
401070,38.2612233,140.8485612,9.75,-0.63,-1.55,0.00,0
401208,38.2612233,140.8485612,9.69,-0.61,-1.76,0.00,0
401359,38.2612233,140.8485612,9.71,-0.61,-1.53,0.00,0
401510,38.2612233,140.8485612,9.77,-0.63,-1.59,0.00,0
401661,38.2612233,140.8485612,9.67,-0.65,-1.16,0.00,0
401842,38.2612233,140.8485612,9.77,-0.63,-1.13,0.00,0
401965,38.2612233,140.8485612,9.84,-0.59,-1.11,0.00,0
402088,38.2612233,140.8485612,9.77,-0.57,-1.16,0.00,0
402226,38.2612233,140.8485612,9.86,-0.61,-0.93,0.00,0
402377,38.2612233,140.8485612,10.05,-0.55,-1.16,0.00,0
402528,38.2612233,140.8485612,9.88,-0.55,-1.37,0.00,0
402679,38.2612233,140.8485612,9.86,-0.65,-1.14,0.00,0
402860,38.2612233,140.8485612,9.79,-0.61,-1.20,0.00,0
402984,38.2612233,140.8485612,9.81,-0.61,-1.32,0.00,0
403107,38.2612233,140.8485612,9.79,-0.63,-1.13,0.00,0
403244,38.2612233,140.8485612,9.90,-0.57,-1.20,0.00,0
403395,38.2612233,140.8485612,9.77,-0.59,-1.24,0.00,0
403546,38.2612233,140.8485612,9.75,-0.61,-1.36,0.00,0
403697,38.2612233,140.8485612,9.82,-0.55,-1.36,0.00,0
403878,38.2612233,140.8485612,9.81,-0.57,-1.34,0.00,0
404001,38.2612233,140.8485612,9.82,-0.59,-1.32,0.00,0
404124,38.2612233,140.8485612,9.81,-0.61,-1.36,0.00,0
404263,38.2612233,140.8485612,9.79,-0.59,-1.32,0.00,0
404414,38.2612233,140.8485612,9.79,-0.59,-1.34,0.00,0
404565,38.2612233,140.8485612,9.81,-0.59,-1.43,0.00,0
404716,38.2612233,140.8485612,9.77,-0.59,-1.41,0.00,0
404897,38.2612233,140.8485612,9.77,-0.59,-1.34,0.00,0
405020,38.2612233,140.8485612,9.77,-0.59,-1.37,0.00,0
405142,38.2612233,140.8485612,9.75,-0.59,-1.39,0.00,0
405282,38.2612233,140.8485612,9.77,-0.63,-1.34,0.00,0
405433,38.2612233,140.8485612,9.79,-0.59,-1.45,0.00,0
405584,38.2612233,140.8485612,9.81,-0.59,-1.43,0.00,0
405735,38.2612233,140.8485612,9.73,-0.61,-1.39,0.00,0
405916,38.2612233,140.8485612,9.79,-0.61,-1.43,0.00,0
406038,38.2612233,140.8485612,9.79,-0.61,-1.30,0.00,0
406161,38.2612233,140.8485612,9.79,-0.59,-1.34,0.00,0
406300,38.2612233,140.8485612,9.75,-0.57,-1.41,0.00,0
406451,38.2612233,140.8485612,9.73,-0.61,-1.37,0.00,0
406602,38.2612233,140.8485612,9.75,-0.63,-1.43,0.00,0
406753,38.2612233,140.8485612,9.71,-0.61,-1.36,0.00,0
406934,38.2612233,140.8485612,9.77,-0.59,-1.45,0.00,0
407058,38.2612233,140.8485612,9.73,-0.63,-1.36,0.00,0
407180,38.2612233,140.8485612,9.77,-0.59,-1.39,0.00,0
407319,38.2612233,140.8485612,9.75,-0.61,-1.37,0.00,0
407470,38.2612233,140.8485612,9.75,-0.59,-1.45,0.00,0
407621,38.2612233,140.8485612,9.77,-0.59,-1.43,0.00,0
407772,38.2612233,140.8485612,9.75,-0.57,-1.47,0.00,0
407953,38.2612233,140.8485612,9.75,-0.61,-1.34,0.00,0
408076,38.2612233,140.8485612,9.81,-0.57,-1.51,0.00,0
408199,38.2612233,140.8485612,9.75,-0.59,-1.45,0.00,0
408338,38.2612233,140.8485612,9.73,-0.61,-1.41,0.00,0
408489,38.2612233,140.8485612,9.75,-0.61,-1.45,0.00,0
408640,38.2612233,140.8485612,9.79,-0.59,-1.45,0.00,0
408791,38.2612233,140.8485612,9.73,-0.63,-1.47,0.00,0
408972,38.2612233,140.8485612,9.79,-0.61,-1.47,0.00,0
411073,38.2612233,140.8485612,9.77,-0.57,-1.47,0.00,0
413111,38.2612233,140.8485612,9.75,-0.59,-1.49,0.00,0
416167,38.2612233,140.8485612,9.73,-0.61,-1.47,0.00,0
419073,38.2612233,140.8485612,9.75,-0.59,-1.59,0.00,0
421110,38.2612233,140.8485612,9.73,-0.61,-1.64,0.00,0
429107,38.2612233,140.8485612,9.44,-0.61,-2.83,0.00,0
431144,38.2612233,140.8485612,8.85,-0.65,-4.44,0.00,0
446110,38.2612233,140.8485612,8.46,-2.87,-3.56,0.00,0
473919,38.2612233,140.8485612,4.38,-2.01,9.12,0.00,0
706835,38.2612233,140.8485612,9.31,-0.01,-3.19,0.00,0
707055,38.2612233,140.8485612,9.35,-0.03,-3.19,0.00,0
707177,38.2612233,140.8485612,9.36,0.00,-3.19,0.00,0
707319,38.2612233,140.8485612,9.33,-0.03,-3.19,0.00,0
707470,38.2612233,140.8485612,9.31,-0.01,-3.19,0.00,0
707621,38.2612233,140.8485612,9.31,0.00,-3.21,0.00,0
707772,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
707923,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
708104,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
708227,38.2612233,140.8485612,9.35,-0.03,-3.19,0.00,0
708349,38.2612233,140.8485612,9.36,-0.01,-3.19,0.00,0
708489,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
708640,38.2612233,140.8485612,9.31,-0.01,-3.18,0.00,0
708791,38.2612233,140.8485612,9.35,-0.01,-3.18,0.00,0
708942,38.2612233,140.8485612,9.31,-0.03,-3.18,0.00,0
709125,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1054701,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1054882,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1055004,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1055127,38.2612233,140.8485612,9.33,-0.01,-3.23,0.00,0
1055257,38.2612233,140.8485612,9.33,0.00,-3.23,0.00,0
1055408,38.2612233,140.8485612,9.31,-0.01,-3.21,0.00,0
1055559,38.2612233,140.8485612,9.35,-0.01,-3.16,0.00,0
1055710,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1055893,38.2612233,140.8485612,9.33,0.03,-3.19,0.00,0
1056016,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1057142,38.2612233,140.8485612,9.33,0.01,-3.18,0.00,0
1058632,38.2612233,140.8485612,9.35,0.01,-3.23,0.00,0
1058812,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1058935,38.2612233,140.8485612,9.36,-0.03,-3.19,0.00,0
1059066,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1059188,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1059329,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1059480,38.2612233,140.8485612,9.33,-0.01,-3.23,0.00,0
1059631,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1059782,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1059963,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1060086,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1060209,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1060347,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1060498,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1060649,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1060800,38.2612233,140.8485612,9.33,-0.01,-3.18,0.00,0
1060982,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1061105,38.2612233,140.8485612,9.35,-0.01,-3.14,0.00,0
1061228,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1061365,38.2612233,140.8485612,9.33,-0.01,-3.18,0.00,0
1061516,38.2612233,140.8485612,9.35,0.00,-3.23,0.00,0
1061667,38.2612233,140.8485612,9.36,-0.01,-3.19,0.00,0
1061818,38.2612233,140.8485612,9.36,0.00,-3.19,0.00,0
1061999,38.2612233,140.8485612,9.31,0.01,-3.21,0.00,0
1064100,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1064282,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1064419,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1064570,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1064721,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1064872,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1065023,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1065145,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1065326,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1065449,38.2612233,140.8485612,9.36,0.00,-3.19,0.00,0
1065588,38.2612233,140.8485612,9.36,0.01,-3.21,0.00,0
1065739,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1065890,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1066041,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1066163,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1066344,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1066467,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1066606,38.2612233,140.8485612,9.33,-0.01,-3.18,0.00,0
1066757,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1066908,38.2612233,140.8485612,9.38,0.01,-3.23,0.00,0
1067059,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1068189,38.2612233,140.8485612,9.36,-0.01,-3.21,0.00,0
1069372,38.2612233,140.8485612,9.33,0.01,-3.21,0.00,0
1069552,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1069675,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1069810,38.2612233,140.8485612,9.33,-0.01,-3.18,0.00,0
1069961,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1070083,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1070224,38.2612233,140.8485612,9.33,-0.03,-3.21,0.00,0
1070375,38.2612233,140.8485612,9.35,-0.01,-3.18,0.00,0
1070557,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1070679,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1070828,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1070979,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1072109,38.2612233,140.8485612,9.33,-0.01,-3.23,0.00,0
1073291,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1073473,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1073596,38.2612233,140.8485612,9.33,0.01,-3.23,0.00,0
1073730,38.2612233,140.8485612,9.35,0.03,-3.21,0.00,0
1073881,38.2612233,140.8485612,9.35,-0.03,-3.19,0.00,0
1074032,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1074154,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1074295,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1074476,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1074599,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1074748,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1074899,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1075050,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1075172,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1075314,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1075495,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1075618,38.2612233,140.8485612,9.35,0.00,-3.16,0.00,0
1075767,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1075918,38.2612233,140.8485612,9.36,-0.01,-3.19,0.00,0
1076069,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1076191,38.2612233,140.8485612,9.35,-0.01,-3.18,0.00,0
1076333,38.2612233,140.8485612,9.36,0.00,-3.18,0.00,0
1076514,38.2612233,140.8485612,9.35,0.01,-3.16,0.00,0
1076636,38.2612233,140.8485612,9.36,0.01,-3.19,0.00,0
1076786,38.2612233,140.8485612,9.33,-0.03,-3.19,0.00,0
1076937,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1077088,38.2612233,140.8485612,9.33,-0.01,-3.18,0.00,0
1077210,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1077351,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1077532,38.2612233,140.8485612,9.36,-0.01,-3.19,0.00,0
1077657,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1077804,38.2612233,140.8485612,9.36,-0.01,-3.18,0.00,0
1077955,38.2612233,140.8485612,9.33,-0.03,-3.18,0.00,0
1078077,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1078219,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1078370,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1078551,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1078674,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1078823,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1078974,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1079098,38.2612233,140.8485612,9.36,0.00,-3.21,0.00,0
1079238,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1079389,38.2612233,140.8485612,9.33,0.01,-3.16,0.00,0
1079570,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1079693,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1079842,38.2612233,140.8485612,9.35,0.03,-3.19,0.00,0
1079993,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1080116,38.2612233,140.8485612,9.33,0.01,-3.18,0.00,0
1080257,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1080408,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1080590,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1080713,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1080861,38.2612233,140.8485612,9.35,-0.01,-3.18,0.00,0
1081012,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1081134,38.2612233,140.8485612,9.33,0.01,-3.21,0.00,0
1081276,38.2612233,140.8485612,9.35,0.00,-3.25,0.00,0
1081427,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1081608,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1081732,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1081880,38.2612233,140.8485612,9.33,0.01,-3.21,0.00,0
1082031,38.2612233,140.8485612,9.33,0.01,-3.18,0.00,0
1082154,38.2612233,140.8485612,9.35,-0.01,-3.23,0.00,0
1082296,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1082447,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1082628,38.2612233,140.8485612,9.35,-0.01,-3.18,0.00,0
1082751,38.2612233,140.8485612,9.35,0.03,-3.18,0.00,0
1082900,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1083051,38.2612233,140.8485612,9.35,0.00,-3.23,0.00,0
1083173,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1083316,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1083467,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1083648,38.2612233,140.8485612,9.35,0.01,-3.23,0.00,0
1083770,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1083920,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1084071,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1084194,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1084335,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1084486,38.2612233,140.8485612,9.36,0.00,-3.19,0.00,0
1084667,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1084790,38.2612233,140.8485612,9.33,0.01,-3.21,0.00,0
1084939,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1085061,38.2612233,140.8485612,9.31,0.01,-3.19,0.00,0
1085202,38.2612233,140.8485612,9.36,-0.01,-3.21,0.00,0
1085353,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1085504,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1085685,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1085809,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1085957,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1086080,38.2612233,140.8485612,9.31,-0.01,-3.23,0.00,0
1086221,38.2612233,140.8485612,9.35,-0.03,-3.19,0.00,0
1086372,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1086523,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1086704,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1086827,38.2612233,140.8485612,9.33,0.00,-3.18,0.00,0
1086976,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1087100,38.2612233,140.8485612,9.33,0.00,-3.21,0.00,0
1087240,38.2612233,140.8485612,9.33,-0.01,-3.19,0.00,0
1087391,38.2612233,140.8485612,9.35,0.00,-3.23,0.00,0
1087542,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1087723,38.2612233,140.8485612,9.33,0.01,-3.23,0.00,0
1087845,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1087995,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1088117,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1088260,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1088411,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1088562,38.2612233,140.8485612,9.36,-0.01,-3.19,0.00,0
1088744,38.2612233,140.8485612,9.35,0.01,-3.18,0.00,0
1088867,38.2612233,140.8485612,9.35,-0.01,-3.19,0.00,0
1089015,38.2612233,140.8485612,9.36,-0.01,-3.21,0.00,0
1089138,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1089280,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1089431,38.2612233,140.8485612,9.35,0.01,-3.21,0.00,0
1089582,38.2612233,140.8485612,9.36,0.01,-3.21,0.00,0
1089762,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1089887,38.2612233,140.8485612,9.33,0.01,-3.18,0.00,0
1090035,38.2612233,140.8485612,9.35,0.01,-3.19,0.00,0
1091169,38.2612233,140.8485612,9.35,0.00,-3.18,0.00,0
1092351,38.2612233,140.8485612,9.35,-0.01,-3.21,0.00,0
1092533,38.2612233,140.8485612,9.33,0.01,-3.19,0.00,0
1092656,38.2612233,140.8485612,9.33,0.00,-3.19,0.00,0
1092793,38.2612233,140.8485612,9.33,-0.01,-3.21,0.00,0
1092944,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
1094073,38.2612233,140.8485612,9.35,0.00,-3.23,0.00,0
1096092,38.2612233,140.8485612,9.35,0.00,-3.21,0.00,0
1096272,38.2612233,140.8485612,9.35,0.03,-3.21,0.00,0
1096412,38.2612233,140.8485612,9.35,0.00,-3.19,0.00,0
